,standard,hessian,modified,ltsa
2,357.9246655680008,888.0049699309993,873.2203245889996,886.0313090100008
3,356.3256570399999,883.4369164829995,874.1315061679998,884.188908701999
4,353.45981960799963,886.9926099370005,879.2632632080004,881.8886451270009
5,357.1866390109999,887.6561249900005,877.2898272189996,883.0749622950025
6,353.16790441600006,891.6097477389994,880.9835991740001,883.1064563690015
