country_code,country,total_population,distance_capitale_paris,credendo_political_risk,credendo_commercial_risk,gdp_usd,chicken_imports_quantity_number,poultry_imports_quantity_tonnes,cannedchicken_imports_quantity_tonnes,chicken_stock_number,poultry_production_quantity_tonnes,chicken_production_quantity_tonnes,poultry_production_proportion_import
156,Nouvelle-Zélande,4705818.0,19007.0,1.0,1.0,202044224390.00003,,,691.0,23763000.0,220983.0,171217.0,0.0058823529411764705
157,Nicaragua,6217581.0,8902.0,5.0,3.0,13814104622.0,8829000.0,4780.0,574.0,23145000.0,142712.0,111013.0,0.04878048780487805
158,Niger,21477348.0,3935.0,6.0,2.0,8119986520.0,91000.0,3394.0,34.0,19209000.0,18622.0,17186.0,0.11764705882352941
159,Nigéria,190886311.00000003,4457.0,5.0,3.0,375769719409.99994,68000.0,279.0,107.0,140688000.0,201493.0,169991.0,0.0033333333333333335
162,Norvège,5305383.000000001,1343.0,1.0,1.0,399470173410.0,25000.0,710.0,1220.0,14480000.0,90944.0,103963.0,0.019230769230769232
165,Pakistan,197015955.0,5925.0,5.0,3.0,302139476730.0,987000.0,24.0,1936.0,494924000.0,1276000.0,908757.0,0.0021929824561403508
166,Panama,4098587.0000000005,8671.0,3.0,2.0,61838175837.0,1331000.0,11446.0,3510.0,25438000.0,201400.0,143756.0,0.10273972602739725
167,Tchéquie (la),10618303.0,883.0,1.0,1.0,215824608930.00003,15413000.0,88979.0,10004.0,20500000.0,154477.0,254867.0,0.6601307189542484
169,Paraguay,6811297.0,10172.0,4.0,2.0,29435069062.0,7802000.0,20.0,611.0,17760000.0,42243.0,25007.0,0.023809523809523808
170,Pérou,32165485.0,10264.0,2.0,2.0,211402985150.0,970000.0,38549.0,1605.0,156638000.0,1464548.0,1203150.0,0.025768911055694097
171,Philippines,104918090.0,10756.0,2.0,2.0,313595085590.00006,,241859.0,480.0,175317000.0,1236621.0,1046414.0,0.0917516218721038
173,Pologne,38170712.0,1369.0,1.0,2.0,526211853939.99994,72970000.0,19226.0,8147.0,177640000.0,2102990.0,1520658.0,0.029358897543439184
174,Portugal,10329506.0,1456.0,1.0,2.0,195041196750.0,14184000.0,33544.0,17228.0,10183000.0,317918.0,340391.0,0.22614840989399293
175,Guinée-Bissau,1861283.0,4440.0,6.0,2.0,1346887577.0,20000.0,3105.0,92.0,2087000.0,2883.0,1917.0,0.5
176,Timor-Leste,1296311.0000000002,13130.0,5.0,3.0,2954620999.9999995,31000.0,7645.0,63.0,950000.0,773.0,800.0,6.0
181,Zimbabwe,16529903.999999998,7951.0,7.0,3.0,18036873279.0,367000.0,7860.0,2.0,22075000.0,69000.0,64714.0,0.09375
183,Roumanie,19679306.0,1874.0,2.0,1.0,211803717470.0,94018000.0,107825.0,12519.0,79245000.0,391958.0,245740.0,0.2786377708978328
184,Rwanda,12208407.0,6260.0,5.0,2.0,9136162028.0,537000.0,13.0,4.0,5426000.0,18739.0,2144.0,0.0
185,Fédération de Russie,143989754.00000003,2490.0,3.0,3.0,1577524424000.0,7036000.0,214218.0,1741.0,497657000.0,4444334.0,3448318.0,0.15331212033555106
188,Saint-Kitts-et-Nevis,55345.0,6762.0,4.0,2.0,930789458.0,16000.0,3305.0,23.0,94000.0,135.0,137.0,inf
189,Sainte-Lucie,178844.00000000003,6906.0,4.0,2.0,1718148148.0,41000.0,3660.0,270.0,457000.0,1298.0,1501.0,12.0
191,Saint-Vincent-et-les Grenadines,109897.0,6994.0,5.0,3.0,780134696.0,11000.0,7053.0,59.0,250000.0,455.0,467.0,inf
193,Sao Tomé-et-Principe,204327.0,5419.0,6.0,3.0,392569600.0,51000.0,2124.0,65.0,230000.0,413.0,717.0,inf
194,Arabie saoudite,32938212.999999996,4688.0,2.0,3.0,683827144290.0,3864000.0,882927.0,9983.0,190210000.0,615858.0,581270.0,1.5448154657293498
195,Sénégal,15850567.0,4212.0,4.0,2.0,21126148693.0,203000.0,0.0,313.0,59951000.0,76622.0,64458.0,0.0
197,Sierra Leone,7557212.0,4725.0,6.0,3.0,3739578024.0000005,234000.0,15268.0,755.0,12500000.0,15300.0,15091.0,0.875
198,Slovénie,2079976.0,967.0,1.0,2.0,48455966828.0,5786000.0,11637.0,3509.0,3639000.0,67282.0,46979.0,0.2982456140350877
199,Slovaquie,5447661.999999999,1091.0,1.0,2.0,95617670260.0,61462000.0,43148.0,6844.0,11806000.0,69656.0,67598.0,0.9375
202,Afrique du Sud,56717155.99999999,8695.0,3.0,3.0,348872149560.0,423000.0,478091.0,453.0,174640000.0,1658000.0,1497026.0,0.2120309708159619
203,Espagne,46354321.0,1054.0,1.0,1.0,1314314164400.0,67036000.0,111183.0,26700.0,137500000.0,1317487.0,1129214.0,0.12866817155756208
207,Suriname,563401.9999999999,7197.0,5.0,3.0,3807147443.9999995,91000.0,21411.0,468.0,4887000.0,7765.0,7869.0,2.625
208,Tadjikistan,8921343.0,5292.0,6.0,3.0,7145666195.000001,628000.0,28647.0,630.0,5217000.0,1800.0,808.0,20.0
209,Eswatini,1367254.0,8848.0,4.0,3.0,4408584212.0,1892000.0,1461.0,121.0,3854000.0,5992.0,4925.0,0.3333333333333333
210,Suède,9910701.0,1545.0,1.0,1.0,535607385510.00006,497000.0,50222.0,29357.0,9075000.0,152500.0,119799.0,0.6083333333333333
211,Suisse,8476005.0,435.0,1.0,1.0,678938206470.0,457000.0,35901.0,6179.0,11409000.0,89551.0,78043.0,0.7
213,Turkménistan,5758075.0,4582.0,6.0,3.0,37915175476.0,403000.0,5191.0,427.0,16528000.0,20155.0,21250.0,0.05
214,"Chine, Taiwan Province de",23626456.000000004,,1.0,1.0,,1337000.0,160370.0,471.0,94647000.0,557732.0,554493.0,0.1806853582554517
215,République-Unie de Tanzanie,57310019.0,6936.0,4.0,3.0,53481429367.00001,1547000.0,1519.0,5.0,37146000.0,104062.0,86455.0,0.02247191011235955
216,Thaïlande,69037512.99999999,9455.0,2.0,1.0,455302534660.00006,1842000.0,1907.0,508.0,273545000.0,1616785.0,1377896.0,0.007482993197278911
217,Togo,7797694.0,4758.0,5.0,2.0,4785902054.0,48000.0,16834.0,32.0,30305000.0,39768.0,31989.0,0.40625
220,Trinité-et-Tobago,1369125.0,7224.0,4.0,3.0,22104866444.0,719000.0,22973.0,1259.0,37034000.0,60813.0,66250.0,0.373134328358209
