country,croissance_population,food_proportion_animal_protein,food_protein_g_capita_day,food_supply_kcal_capita_day,animals_proportion_poultry_protein,poultry_food_proportion_import,gdp_per_capita_usd,income_variability,taux_urbanisation,political_stability,doing_business_score,cluster
Costa Rica,0.1406771884727258,0.5459632294164668,75.06,2847.0,0.1786237188872621,0.06722689075630252,10569.665626,0.5268703898840885,0.7759578922408014,0.68,64.93,6
Cuba,0.014876274857412941,0.3496588157605107,90.86,3408.0,0.192949323260938,0.8590308370044053,6760.153440000001,3.1690140845070425,0.7588493929329986,0.37,77.71249999999999,1
Chypre,0.1513069629203181,0.5804664347377915,77.61,2649.0,0.19778024417314094,0.4642857142857143,27944.122813,0.9437523593808984,0.6697234713645296,0.56,77.19,1
Azerbaïdjan,0.12246023642807358,0.32292002147074605,93.15,3118.0,0.11835106382978725,0.0505050505050505,7901.783462,1.63566388710712,0.5426216315249828,-0.41,78.95,1
Bénin,0.33028094336122793,0.2211702623001707,64.43,2619.0,0.4891228070175439,0.9113300492610836,910.669201,0.572737686139748,0.4445978095149849,0.3,56.71,6
Danemark,0.04656589755127527,0.6411975388006245,108.89,3367.0,0.15239186479518765,0.6733333333333333,60942.805627,0.8910008910008911,0.8703361602549355,0.96,88.54,2
Dominique,0.032913415034311555,0.5139672131147539,76.25,2930.0,0.2602704771625415,2.0,6933.4154290000015,1.3993174061433449,0.6859116022099447,1.12,66.45,7
République dominicaine,0.14647314379510612,0.4536082474226804,58.2,2615.0,0.3087121212121212,0.08362369337979095,6094.728502,1.797323135755258,0.7799982609196351,0.21,61.68,8
Bélarus,-0.026812171677898292,0.5858026007247922,93.82,3249.0,0.1921397379912664,0.054607508532423216,7967.962369,1.9698368728839644,0.7489892816699656,0.01,77.16,1
Équateur,0.17848135545980634,0.5953389830508475,61.36,2345.0,0.1905283328770873,0.0029069767441860465,6074.090829,1.961620469083156,0.6360649430097807,-0.18,58.46,8
Égypte,0.21391018635331305,0.2551336691204959,103.24,3522.0,0.19134396355353075,0.10557432432432433,3015.145298,0.8517887563884157,0.3931158459901643,-1.64,47.78,6
El Salvador,0.04676218091328255,0.3511821974965229,71.9,2577.0,0.2340594059405941,0.1349206349206349,3515.9472,1.0089251067132323,0.6671861754146725,-0.03,69.43,6
Estonie,-0.03740160491336264,0.5124157844080847,103.9,3253.0,0.13410969196093162,0.7407407407407407,19020.818691,2.090378112511528,0.6596302854202609,0.75,84.33,1
Fidji,0.0772530454503153,0.42622282608695655,73.6,2944.0,0.2174051641695888,0.05555555555555555,4763.100059,0.5095108695652174,0.5305775165820749,-0.05,65.88,6
Finlande,0.040082049272799784,0.6203703703703703,117.72,3368.0,0.11214569355059564,0.14814814814814814,49659.588178,0.29691211401425177,0.8379331922651885,1.39,88.44,2
France,0.05565342034051568,0.6274314665701619,110.53,3482.0,0.1263157894736842,0.28697421981004073,42532.438874,0.4882251579551982,0.7951462296172881,0.45,84.31,2
Polynésie française,0.10072072724638724,0.6588538977800723,96.85,2927.0,0.2642219087917254,1.1428571428571428,22045.687291,0.20498804236419546,0.5676603492147058,0.356,72.218,1
Djibouti,0.18200668323194247,0.2291571753986333,65.85,2607.0,0.04572564612326043,1.0,1477.363042,1.1123897199846566,0.7514152079653124,-0.1,64.55,6
Géorgie,-0.11643643857000165,0.35783461633970703,80.53999999999998,2904.0,0.1439972241498959,0.8113207547169812,3989.345341,2.238292011019284,0.5719538991228179,-0.44,80.99,1
Gabon,0.36827652983934,0.4967101466004849,86.63,2829.0,0.2746920752963049,1.2727272727272727,9679.722828,1.555319901025097,0.7971683915057248,0.33,47.34,7
Gambie,0.3730115478284499,0.22911927201819954,61.54,2629.0,0.06312056737588652,0.8,735.236078,1.2552301255230125,0.5805798236348265,-0.05,57.33,6
Allemagne,-0.005158208832439004,0.6051776749680086,101.59,3498.0,0.1180871828236825,0.5364193328795098,46176.177749,0.5717552887364208,0.7623664311950541,0.93,85.24,2
Bosnie-Herzégovine,-0.046106539212705584,0.33198734039070177,91.63,3154.0,0.1472715318869165,0.28,5042.748881,1.9023462270133165,0.41942757820459853,-0.4,68.12,1
Ghana,0.28852799428291465,0.2666460204397646,64.58,3016.0,0.1562137049941928,0.7723214285714286,2401.815577,1.6246684350132623,0.5185056500069023,0.06,58.16,6
Kiribati,0.22093481073176213,0.4813855175235238,73.33,3040.0,0.15609065155807367,0.5,1705.492959,1.4802631578947367,0.4154420233104528,1.28,54.2,6
Grèce,0.006913553323424804,0.544485294117647,108.8,3400.0,0.10938555030384876,0.4171428571428572,21186.790514,0.4117647058823529,0.7602195860899367,-0.17,74.97,1
Grenade,0.034520146520146344,0.6010984246278365,69.19,2447.0,0.3479201731185381,1.4,7955.606892,2.1250510829587252,0.3557960135588099,0.43,54.75,7
Guatemala,0.2476494098865658,0.2797740467597677,63.73,2419.0,0.27481772293886714,0.3503937007874016,3452.82893,1.7775940471269118,0.5024559806629993,-0.67,59.96,6
Guinée,0.2391840339391147,0.17772215269086358,55.93,2566.0,0.0653923541247485,0.6190476190476191,726.0894040000002,1.4419329696024943,0.3686395879553925,-1.23,53.87,4
Guyana,0.008278169917949718,0.4537106918238994,79.5,2764.0,0.318824507901303,0.06896551724137931,3944.178813,2.4240231548480464,0.2993664265428101,-0.46,60.03,7
Haïti,0.162113916345608,0.2126545149800964,47.73,2091.0,0.22167487684729065,0.8974358974358975,803.9739910000002,2.295552367288378,0.5555242942333117,-0.63,43.33,8
Honduras,0.2308793470860291,0.35758323057953145,64.88,2641.0,0.2823275862068966,0.10365853658536583,2136.773905,0.8330177962892844,0.5007365047757596,-0.44,55.59,6
Chine - RAS de Hong-Kong,0.05396183836483237,0.7308406874129122,129.18,3290.0,0.2073932846096812,3.0025316455696203,38566.712121,0.729483282674772,1.0077309157312695,0.92,84.7,3
Hongrie,-0.029605630314310183,0.5339928970065956,78.84,3036.0,0.21947743467933487,0.23628691983122366,13739.589942,1.1857707509881423,0.7111542856887384,0.8,77.54,1
Croatie,-0.02532270845893292,0.5688203912270302,84.35,3059.0,0.06294289287203003,0.4864864864864865,13595.306568,1.8306636155606408,0.5852182170018929,0.64,76.42,1
Islande,0.13570664555203638,0.7224801557585742,133.54000000000002,3379.0,0.11276948590381425,0.1111111111111111,49027.815665,1.331754957087896,0.9466224707900522,1.29,83.3,2
Inde,0.1539080080954789,0.19900414937759334,60.25,2458.0,0.05254378648874062,0.0,1499.38242,1.2611879576891782,0.3133253711135229,-1.23,61.26,4
Indonésie,0.14276913304498207,0.2847724714584339,62.19,2776.0,0.14285714285714285,0.0005336179295624333,3620.663981,0.6484149855907781,0.5180271463895875,-0.52,66.14,6
Iran (République islamique d'),0.1253063659908309,0.2545829514207149,87.28,3095.0,0.4068406840684069,0.008651399491094147,6966.659601,0.9046849757673668,0.7233055239966266,-1.25,56.95,6
Iraq,0.3221335835008674,0.2071349992142071,63.63,2545.0,0.4006069802731412,0.8243512974051896,6112.878863,1.0609037328094302,0.6902114901081349,-2.01,45.38,8
Irlande,0.15617055438546612,0.5892191618943732,110.01,3599.0,0.1673866090712743,0.6611570247933884,51023.48606,0.3612114476243401,0.6193324301516863,0.9,83.1,2
Israël,0.2317633823916425,0.5655091689426454,128.15,3610.0,0.3557334069270043,0.0,37452.126321,1.329639889196676,0.9097692717333421,-1.1,75.31,2
Italie,0.026157188370578455,0.5367741935483871,108.5,3578.0,0.13203983516483514,0.07665198237885462,35705.760553,0.22358859698155395,0.7020807803177582,0.5,77.58,2
Côte d'Ivoire,0.2424837897083916,0.2336352760211929,58.51000000000001,2799.0,0.05925384052670081,0.020408163265306117,1423.602446,1.1789924973204715,0.4880177428054377,-1.05,60.92,4
Kazakhstan,0.12965400882662334,0.591847318742869,96.41,3264.0,0.10865755345250612,0.5662251655629139,13752.023575,1.133578431372549,0.5098326828035405,-0.4,84.15,1
Jamaïque,0.05135315580287059,0.4821358971027673,76.97,2745.0,0.4311506332524926,0.2945205479452055,5005.595035,0.7285974499089253,0.5304222901479657,0.18,69.79,6
Japon,0.0019140331252991414,0.5523766100535734,87.73,2727.0,0.14341725134131242,0.4277035236938032,40180.809978,1.3934726806013935,0.9164792680269452,1.02,80.44,1
Jordanie,0.5589802352294166,0.34150018846588764,79.59,3100.0,0.4407652685798381,0.34567901234567894,3995.672686,0.2258064516129032,0.7193960775252619,-0.61,63.62,5
Kirghizistan,0.1339790422261855,0.4114607797087835,85.16,2817.0,0.021689497716894983,3.9230769230769234,1290.514,0.9229676961306356,0.3463276732781965,-0.91,63.95,3
Kenya,0.31338206851677763,0.2571151358344114,61.84,2206.0,0.010062893081761006,0.0,1229.101416,0.8159564823209429,0.2451821451916016,-1.17,65.36,4
Cambodge,0.16879693995016298,0.291044776119403,65.66,2476.0,0.029304029304029307,0.03571428571428571,1028.41917,0.9693053311793216,0.20471184525383332,-0.14,54.14,4
République populaire démocratique de Corée,0.06149217411105368,0.18305762588620253,55.01,2094.0,0.05461767626613705,0.0,666.272365,0.14326647564469913,0.6034925351725303,-0.44,55.40090909090909,4
République de Corée,0.03945333003653628,0.4795218295218295,96.2,3334.0,0.11771081725558205,0.16624365482233502,26024.012111,1.0197960407918416,0.8076272908408701,0.28,88.39,1
Koweït,0.6589162046509227,0.4950110864745011,108.24,3501.0,0.3407988055244495,0.7679558011049724,48401.609794,2.6278206226792347,0.9203150857954332,0.17,66.56,5
Lettonie,-0.11492491678502904,0.5577196629828208,91.39,3175.0,0.14145575828918971,0.6904761904761905,14823.119575,0.5039370078740157,0.6779139781574139,0.59,83.02,1
République démocratique populaire lao,0.1639708612860722,0.21175616835994196,68.9,2451.0,0.09252912954078137,0.0,1838.80602,1.0607915136678907,0.3801384759576365,0.07,48.27,4
Liban,0.4254095136410889,0.3678333960607201,79.71000000000002,3065.0,0.247612551159618,0.17346938775510204,8882.803954,2.0554649265905383,0.8001208088850443,-1.69,56.24,5
Lesotho,0.10388629980652686,0.17383025027203486,73.52,2529.0,0.2699530516431925,0.8095238095238095,1193.004244,0.276789244760775,0.2573925750025621,0.34,67.9,6
Libéria,0.3754719239543387,0.21614445034519386,37.66,2204.0,0.3673218673218673,0.6578947368421053,451.67255300000005,2.041742286751361,0.4901008820912999,-0.48,55.39,8
Lituanie,-0.12213679198864093,0.6144762210796916,124.48,3417.0,0.12119231272061708,0.4074074074074074,15483.230066,1.9022534386889085,0.6698936454862887,0.96,81.5,1
Chine - RAS de Macao,0.2514283478975197,0.6443108720868923,94.83,2915.0,0.19705400981996726,0.8095238095238095,89525.34487999998,1.4065180102915953,0.983561434493202,0.76,82.25333333333334,2
Madagascar,0.32883608045099,0.21469895007499465,46.67,2052.0,0.10578842315369262,0.0,538.048867,0.4873294346978557,0.3377837064404364,-0.66,59.82,4
Malawi,0.3437276150395969,0.12068164213787763,64.55,2367.0,0.059050064184852376,0.0,319.134755,0.6337135614702155,0.1573797952084276,-0.21,60.13,4
