contract_id,dateref,category_name,somme_signaux,variation_21_standard,cluster,top_cluster
9,2015-07-22,LTIR,165,0.4013552041695967,8,False
91,2009-06-29,Metals,30,0.059763070848424214,2,False
32,2009-08-14,STIR,416,0.5403888963449165,0,True
6,2010-02-26,Currencies,67,-0.4207196847614785,6,False
37,2011-08-18,STIR,432,-3.0309873096272045e-13,1,False
26,1990-05-03,Energy,0,-0.20364190518407194,6,False
19,1997-01-23,Metals,-431,0.01833739769302524,7,False
22,2001-08-10,Energy,-155,0.062009991682398624,7,False
40,2007-12-06,STIR,65,0.22202661011637692,2,False
15,2018-07-20,LTIR,-315,0.1361959122429547,4,False
34,2013-06-07,STIR,406,-0.03368395889469838,1,False
23,1993-11-02,Energy,-1,-0.3722909407460986,6,False
24,2008-03-17,Energy,303,0.4810073280803338,0,True
37,2017-12-11,STIR,-122,0.1741289941405692,2,False
39,2001-09-14,STIR,298,0.04862750894002347,1,False
11,2002-11-11,LTIR,384,0.1597064359463896,9,False
56,2012-10-17,Index,59,-0.02151327646463037,2,False
59,1992-08-27,Index,-235,0.3901543858928485,4,False
33,2010-06-03,STIR,324,0.6192506210717543,0,True
34,2012-05-02,STIR,398,-0.3581859007511718,5,False
59,1992-10-21,Index,-176,0.08271263684454226,7,False
22,2005-03-14,Energy,248,-0.2981890282878257,5,False
40,2003-11-12,STIR,-139,0.16884007076690408,2,False
35,2004-04-13,STIR,433,0.1827818818395592,9,False
4,2019-02-07,Currencies,-395,-0.1993509287799489,7,False
20,2008-03-13,Metals,308,-0.2418220977155227,5,False
13,2001-02-12,LTIR,395,0.2274180437724169,9,False
56,2008-01-30,Index,-194,-0.013673647013422536,7,False
33,1990-08-21,STIR,0,0.1033830955649189,2,False
59,2011-01-12,Index,417,0.0017772917165550352,1,False
34,2012-06-20,STIR,60,0.5546460144687138,8,False
61,2011-08-22,Energy,72,0.024386966448605097,2,False
28,2017-09-19,STIR,352,0.10600328813062243,1,False
34,1994-02-28,STIR,140,-0.4812156717832597,6,False
9,2018-10-29,LTIR,55,0.162012262910966,2,False
29,2008-08-27,STIR,-157,-0.01904684308230702,7,False
38,2005-03-22,STIR,-94,0.3149916052297864,8,False
19,2008-11-11,Metals,-150,0.2952675637423268,4,False
92,2019-09-30,Metals,128,0.26607948272224785,8,False
52,1990-09-17,Index,0,-0.2327936856714396,6,False
26,2009-07-30,Energy,22,0.1068993131527224,2,False
7,2014-11-27,Currencies,-140,-0.6989679263385149,3,False
21,2009-06-24,Metals,29,0.3217233558868937,8,False
15,1991-11-22,LTIR,433,0.6598933274441171,0,True
13,2006-10-06,LTIR,29,0.05109572265668665,2,False
31,2003-12-15,STIR,152,0.5230782252913343,8,False
20,1993-05-21,Metals,-89,-0.3103062090582148,6,False
3,2013-04-15,Currencies,-229,-0.3698742397816587,3,False
91,2011-12-29,Metals,-144,0.2962054295492527,4,False
