contract_id,dateref,category_name,somme_signaux,variation_21_standard,cluster,top_cluster
1,2013-11-15,Currencies,167,-0.4399094794520829,6,False
1,2013-11-18,Currencies,169,-0.5052738743570476,6,False
1,2013-11-19,Currencies,171,-0.6347595277561039,5,False
1,2013-11-20,Currencies,173,-0.5372663347134278,6,False
1,2013-11-21,Currencies,175,-0.3622346561562536,6,False
1,2013-11-22,Currencies,177,-0.2715861837325472,6,False
1,2013-11-25,Currencies,177,-0.2669218639242104,6,False
1,2013-11-26,Currencies,177,-0.2621993552976787,6,False
1,2013-11-27,Currencies,177,-0.2419877587919017,6,False
1,2013-11-28,Currencies,177,-0.2197620275392065,6,False
1,2013-11-29,Currencies,177,-0.21182339098592512,6,False
1,2013-12-02,Currencies,177,-0.2156140561229449,6,False
1,2013-12-03,Currencies,176,-0.20907069194978045,6,False
1,2013-12-04,Currencies,171,-0.061771403974516775,2,False
1,2013-12-05,Currencies,171,-0.15693578566688968,6,False
1,2013-12-06,Currencies,146,-0.25522168701263537,6,False
1,2013-12-09,Currencies,145,-0.2682275329137397,6,False
1,2013-12-10,Currencies,132,-0.17792367039509435,6,False
1,2013-12-11,Currencies,130,0.034165944831242155,2,False
1,2013-12-12,Currencies,123,0.07035994192597289,2,False
1,2013-12-13,Currencies,117,-0.05050840017056105,2,False
1,2013-12-16,Currencies,112,-0.14103759039450858,6,False
1,2013-12-17,Currencies,108,-0.1345462870643025,2,False
1,2013-12-18,Currencies,103,-0.056662930004094,2,False
1,2013-12-19,Currencies,96,-0.05660446403830241,2,False
1,2013-12-20,Currencies,90,-0.06761728918266141,2,False
1,2013-12-23,Currencies,56,-0.19143582846535964,6,False
1,2013-12-24,Currencies,32,-0.2674322974011893,6,False
1,2013-12-26,Currencies,5,-0.16504693699764633,6,False
1,2013-12-27,Currencies,-9,-0.08624739146439027,2,False
1,2013-12-30,Currencies,-17,-0.17588069645894794,6,False
1,2013-12-31,Currencies,-28,-0.11352983752902455,2,False
1,2014-01-02,Currencies,-33,-0.15493638410834334,6,False
1,2014-01-03,Currencies,-41,-0.1982131866481276,6,False
1,2014-01-06,Currencies,-51,-0.02469016411178195,2,False
1,2014-01-07,Currencies,-59,0.0009256993699151779,2,False
1,2014-01-08,Currencies,-72,0.06995453733231392,2,False
1,2014-01-09,Currencies,-79,0.07275336168027469,2,False
1,2014-01-10,Currencies,-83,-0.022998044837121992,2,False
1,2014-01-13,Currencies,-88,0.0037152717817081843,2,False
1,2014-01-14,Currencies,-91,0.07848008998207076,2,False
1,2014-01-15,Currencies,-99,0.0810111678990241,2,False
1,2014-01-16,Currencies,-104,0.24230103525722105,8,False
1,2014-01-17,Currencies,-146,0.28223094716535096,4,False
1,2014-01-20,Currencies,-162,0.2633411603882729,4,False
1,2014-01-21,Currencies,-176,0.22233729718168466,4,False
1,2014-01-22,Currencies,-260,0.182941965531932,4,False
1,2014-01-23,Currencies,-267,0.26140034463049544,4,False
1,2014-01-24,Currencies,-273,0.4421628591997568,4,False
1,2014-01-27,Currencies,-279,0.3568693355525785,4,False
1,2014-01-28,Currencies,-284,0.2405532944935434,4,False
1,2014-01-29,Currencies,-286,0.2955384974769453,4,False
1,2014-01-30,Currencies,-290,0.18322332191629506,4,False
1,2014-01-31,Currencies,-297,0.2471404705680195,4,False
1,2014-02-03,Currencies,-300,0.26485805360102616,4,False
1,2014-02-04,Currencies,-304,0.1356945583274658,4,False
1,2014-02-05,Currencies,-308,0.293188003562658,4,False
1,2014-02-06,Currencies,-310,0.19734018023324407,4,False
1,2014-02-07,Currencies,-310,0.1139159991196791,7,False
1,2014-02-10,Currencies,-310,0.057534697830168686,7,False
1,2014-02-11,Currencies,-310,-0.057329337935237486,7,False
1,2014-02-12,Currencies,-310,0.03155668915693712,7,False
1,2014-02-13,Currencies,-310,0.1112250587220927,7,False
1,2014-02-14,Currencies,-310,0.10778058039803573,7,False
1,2014-02-17,Currencies,-312,0.1847892066108888,4,False
1,2014-02-18,Currencies,-312,0.04579502034024576,7,False
1,2014-02-19,Currencies,-313,0.08440747709582076,7,False
1,2014-02-20,Currencies,-315,0.13477568158167738,7,False
1,2014-02-21,Currencies,-316,0.23266786764217515,4,False
1,2014-02-24,Currencies,-318,0.20428837052760696,4,False
1,2014-02-25,Currencies,-320,0.30849503987538923,4,False
1,2014-02-26,Currencies,-321,0.442696366207971,4,False
1,2014-02-27,Currencies,-322,0.43626238760430897,4,False
1,2014-02-28,Currencies,-325,0.5205824037705962,4,False
1,2014-03-03,Currencies,-327,0.4696986326888144,4,False
1,2014-03-04,Currencies,-328,0.4567338068395333,4,False
1,2014-03-05,Currencies,-318,0.3758045157084315,4,False
1,2014-03-06,Currencies,-306,0.3459548678974151,4,False
1,2014-03-07,Currencies,-255,0.3318717416757315,4,False
1,2014-03-10,Currencies,-253,0.542425088284892,4,False
1,2014-03-11,Currencies,-253,0.703228435217925,4,False
1,2014-03-12,Currencies,-254,0.7547913847857568,4,False
1,2014-03-13,Currencies,-253,0.5737514985614711,4,False
1,2014-03-14,Currencies,-246,0.6183385537412597,4,False
1,2014-03-17,Currencies,-245,0.4065664861467799,4,False
1,2014-03-18,Currencies,-243,0.39545343008240375,4,False
1,2014-03-19,Currencies,-241,0.4711437200418234,4,False
1,2014-03-20,Currencies,-236,0.4780538697468657,4,False
1,2014-03-21,Currencies,-234,0.45921434682468,4,False
1,2014-03-24,Currencies,-230,0.2462315986505901,4,False
1,2014-03-25,Currencies,-217,0.1621939926377543,4,False
1,2014-03-26,Currencies,-163,0.09162271128914304,7,False
1,2014-03-27,Currencies,-148,0.020815240927425448,7,False
1,2014-03-28,Currencies,-141,0.05921758143797193,2,False
