loss,factorization_time,params,iteration
0.6103623075582209,39.8850265330002,"{'model__doc_topic_prior': 0.05, 'model__n_components': 3, 'model__topic_word_prior': 0.1, 'vectorizer__max_df': 0.9500152633455556, 'vectorizer__min_df': 0.023086945094596138, 'vectorizer__ngram_range': (1, 2)}",44
0.7564186171536683,39.41484432600009,"{'model__doc_topic_prior': 0.05, 'model__n_components': 6, 'model__topic_word_prior': 0.1, 'vectorizer__max_df': 0.9781950673921128, 'vectorizer__min_df': 0.028551463340370526, 'vectorizer__ngram_range': (1, 3)}",45
0.7739285062292044,16.715436334001424,"{'model__doc_topic_prior': 10, 'model__n_components': 18, 'model__topic_word_prior': 5, 'vectorizer__max_df': 0.9895522060402794, 'vectorizer__min_df': 0.031073878377422596, 'vectorizer__ngram_range': (1, 3)}",46
0.6094478455273429,13.67034504899857,"{'model__doc_topic_prior': 10, 'model__n_components': 18, 'model__topic_word_prior': 5, 'vectorizer__max_df': 0.9899879747605846, 'vectorizer__min_df': 0.048139162056838165, 'vectorizer__ngram_range': (1, 2)}",47
0.7717959594309041,16.88519117299984,"{'model__doc_topic_prior': 10, 'model__n_components': 18, 'model__topic_word_prior': 5, 'vectorizer__max_df': 0.9877470612694129, 'vectorizer__min_df': 0.03097787368704818, 'vectorizer__ngram_range': (1, 3)}",48
0.7713805349477965,17.735583038000186,"{'model__doc_topic_prior': 10, 'model__n_components': 18, 'model__topic_word_prior': 5, 'vectorizer__max_df': 0.9839784034130032, 'vectorizer__min_df': 0.01382374147154422, 'vectorizer__ngram_range': (1, 3)}",49
0.35477466229782545,12.005103268000312,"{'model__doc_topic_prior': 10, 'model__n_components': 8, 'model__topic_word_prior': 5, 'vectorizer__max_df': 0.989670326518268, 'vectorizer__min_df': 0.04154598121653153, 'vectorizer__ngram_range': (1, 1)}",50
0.7641314677748167,18.393075639000017,"{'model__doc_topic_prior': 10, 'model__n_components': 5, 'model__topic_word_prior': 5, 'vectorizer__max_df': 0.9816213709526977, 'vectorizer__min_df': 0.016527114826900547, 'vectorizer__ngram_range': (1, 3)}",51
0.3691673504234007,26.57277731800059,"{'model__doc_topic_prior': 1, 'model__n_components': 2, 'model__topic_word_prior': 1, 'vectorizer__max_df': 0.9588833294138867, 'vectorizer__min_df': 0.04487042149084022, 'vectorizer__ngram_range': (1, 1)}",52
0.578045236955081,33.86800183000014,"{'model__doc_topic_prior': 0.5, 'model__n_components': 15, 'model__topic_word_prior': 0.5, 'vectorizer__max_df': 0.9857117222949012, 'vectorizer__min_df': 0.03765947502110875, 'vectorizer__ngram_range': (1, 2)}",53
0.7706476622569182,16.607426739999937,"{'model__doc_topic_prior': 10, 'model__n_components': 20, 'model__topic_word_prior': 5, 'vectorizer__max_df': 0.9519487626677896, 'vectorizer__min_df': 0.030774303034181404, 'vectorizer__ngram_range': (1, 3)}",54
0.7688698776751124,17.62106253499951,"{'model__doc_topic_prior': 10, 'model__n_components': 10, 'model__topic_word_prior': 0.05, 'vectorizer__max_df': 0.9885044179321635, 'vectorizer__min_df': 0.020627391027790133, 'vectorizer__ngram_range': (1, 3)}",55
0.3979324493311902,52.18317556000147,"{'model__doc_topic_prior': 0.5, 'model__n_components': 12, 'model__topic_word_prior': 5, 'vectorizer__max_df': 0.9832841744760559, 'vectorizer__min_df': 0.011882520934959031, 'vectorizer__ngram_range': (1, 1)}",56
0.7629255289362004,25.232287972999984,"{'model__doc_topic_prior': 1, 'model__n_components': 14, 'model__topic_word_prior': 1, 'vectorizer__max_df': 0.9845745565903056, 'vectorizer__min_df': 0.03906308322475426, 'vectorizer__ngram_range': (1, 3)}",57
0.753653730189457,38.78951096200035,"{'model__doc_topic_prior': 0.1, 'model__n_components': 7, 'model__topic_word_prior': 0.5, 'vectorizer__max_df': 0.9705001282763497, 'vectorizer__min_df': 0.034251732623681225, 'vectorizer__ngram_range': (1, 3)}",58
0.35572132032724724,11.880576862000453,"{'model__doc_topic_prior': 10, 'model__n_components': 16, 'model__topic_word_prior': 5, 'vectorizer__max_df': 0.9863074234529914, 'vectorizer__min_df': 0.047965868109473515, 'vectorizer__ngram_range': (1, 1)}",59
0.6074918383987756,21.878701178000483,"{'model__doc_topic_prior': 1, 'model__n_components': 18, 'model__topic_word_prior': 1, 'vectorizer__max_df': 0.977529507512614, 'vectorizer__min_df': 0.03668592670600941, 'vectorizer__ngram_range': (1, 2)}",60
0.7682672787495073,17.05508125799861,"{'model__doc_topic_prior': 10, 'model__n_components': 11, 'model__topic_word_prior': 0.05, 'vectorizer__max_df': 0.9807487711652255, 'vectorizer__min_df': 0.024243577281261003, 'vectorizer__ngram_range': (1, 3)}",61
0.7207374769156748,39.84675602899915,"{'model__doc_topic_prior': 0.5, 'model__n_components': 19, 'model__topic_word_prior': 5, 'vectorizer__max_df': 0.9746077039373623, 'vectorizer__min_df': 0.026084568914790624, 'vectorizer__ngram_range': (1, 3)}",62
0.4100745671250713,31.56774290999965,"{'model__doc_topic_prior': 0.1, 'model__n_components': 9, 'model__topic_word_prior': 0.5, 'vectorizer__max_df': 0.979817815117342, 'vectorizer__min_df': 0.046327549584169125, 'vectorizer__ngram_range': (1, 1)}",63
0.7659711586879826,17.48124869200001,"{'model__doc_topic_prior': 5, 'model__n_components': 6, 'model__topic_word_prior': 5, 'vectorizer__max_df': 0.971795537185998, 'vectorizer__min_df': 0.040919994972544, 'vectorizer__ngram_range': (1, 3)}",64
0.7690404010008797,16.455780121001226,"{'model__doc_topic_prior': 10, 'model__n_components': 8, 'model__topic_word_prior': 1, 'vectorizer__max_df': 0.982266116323392, 'vectorizer__min_df': 0.03577580818991631, 'vectorizer__ngram_range': (1, 3)}",65
0.7731948909117311,38.8697038779992,"{'model__doc_topic_prior': 0.05, 'model__n_components': 3, 'model__topic_word_prior': 0.1, 'vectorizer__max_df': 0.9696368410988917, 'vectorizer__min_df': 0.02785188506152184, 'vectorizer__ngram_range': (1, 3)}",66
0.7677707256490715,43.9032027000012,"{'model__doc_topic_prior': 0.05, 'model__n_components': 3, 'model__topic_word_prior': 0.1, 'vectorizer__max_df': 0.9741754928811014, 'vectorizer__min_df': 0.020671257183170328, 'vectorizer__ngram_range': (1, 3)}",67
0.7359246205718019,45.57735223199961,"{'model__doc_topic_prior': 0.05, 'model__n_components': 19, 'model__topic_word_prior': 0.1, 'vectorizer__max_df': 0.9771886944521487, 'vectorizer__min_df': 0.018983107362581866, 'vectorizer__ngram_range': (1, 3)}",68
0.7397012248404992,44.16011405300014,"{'model__doc_topic_prior': 0.05, 'model__n_components': 15, 'model__topic_word_prior': 0.1, 'vectorizer__max_df': 0.9675859621352593, 'vectorizer__min_df': 0.02307065389507075, 'vectorizer__ngram_range': (1, 3)}",69
0.7749517664332676,17.493179119999695,"{'model__doc_topic_prior': 5, 'model__n_components': 20, 'model__topic_word_prior': 10, 'vectorizer__max_df': 0.9558177140514983, 'vectorizer__min_df': 0.026371541494060825, 'vectorizer__ngram_range': (1, 3)}",70
0.7742700775718246,17.921193794998544,"{'model__doc_topic_prior': 5, 'model__n_components': 20, 'model__topic_word_prior': 10, 'vectorizer__max_df': 0.9568286067060122, 'vectorizer__min_df': 0.02570038996838232, 'vectorizer__ngram_range': (1, 3)}",71
0.7738890220301611,18.37866459199904,"{'model__doc_topic_prior': 5, 'model__n_components': 20, 'model__topic_word_prior': 10, 'vectorizer__max_df': 0.9551125221517253, 'vectorizer__min_df': 0.017095124314977443, 'vectorizer__ngram_range': (1, 3)}",72
0.7753213068506005,17.4194502499995,"{'model__doc_topic_prior': 5, 'model__n_components': 20, 'model__topic_word_prior': 10, 'vectorizer__max_df': 0.9526192752670787, 'vectorizer__min_df': 0.029196866052023096, 'vectorizer__ngram_range': (1, 3)}",73
0.7747858940077836,17.34506101900115,"{'model__doc_topic_prior': 5, 'model__n_components': 20, 'model__topic_word_prior': 10, 'vectorizer__max_df': 0.9521601462928503, 'vectorizer__min_df': 0.030095724361884124, 'vectorizer__ngram_range': (1, 3)}",74
0.7740004810356345,17.418606713999907,"{'model__doc_topic_prior': 5, 'model__n_components': 20, 'model__topic_word_prior': 10, 'vectorizer__max_df': 0.9523540625395106, 'vectorizer__min_df': 0.028885892421985335, 'vectorizer__ngram_range': (1, 3)}",75
0.6148865009579144,14.963648352999371,"{'model__doc_topic_prior': 5, 'model__n_components': 20, 'model__topic_word_prior': 10, 'vectorizer__max_df': 0.9601610437803112, 'vectorizer__min_df': 0.033368066045011545, 'vectorizer__ngram_range': (1, 2)}",76
0.7743694309574982,17.807745772999624,"{'model__doc_topic_prior': 5, 'model__n_components': 20, 'model__topic_word_prior': 10, 'vectorizer__max_df': 0.9566397566016268, 'vectorizer__min_df': 0.02425793492410389, 'vectorizer__ngram_range': (1, 3)}",77
0.7740779003367557,17.35741134500131,"{'model__doc_topic_prior': 5, 'model__n_components': 20, 'model__topic_word_prior': 10, 'vectorizer__max_df': 0.9545059528343899, 'vectorizer__min_df': 0.029881014132939625, 'vectorizer__ngram_range': (1, 3)}",78
0.3643884247301654,13.835994867000409,"{'model__doc_topic_prior': 5, 'model__n_components': 20, 'model__topic_word_prior': 10, 'vectorizer__max_df': 0.9530608607690974, 'vectorizer__min_df': 0.02258385622670841, 'vectorizer__ngram_range': (1, 1)}",79
0.7740793355055045,17.683021707998705,"{'model__doc_topic_prior': 5, 'model__n_components': 17, 'model__topic_word_prior': 10, 'vectorizer__max_df': 0.9578710438836411, 'vectorizer__min_df': 0.02634922822040597, 'vectorizer__ngram_range': (1, 3)}",80
