validation_hamming_loss,training_hamming_loss,fit_time,test_time,params_data,params_vectorizer,params_classifier,iteration
0.027325569964121683,0.02602462008177791,19.8272066116333,3.3620357513427734,body,"{'max_df': 0.9534963477609893, 'min_df': 0.03549345912607054, 'ngram_range': (1, 3), 'vectorizer': 'tfidf'}","{'k': 17, 's': 0.25040322158625117}",1
0.01830604045141841,0.015719521943796035,57.76993370056152,13.167011976242065,title,{'vectorizer': 'use'},"{'k': 17, 's': 0.6010972613671849}",2
0.018594542499130135,0.0156904340803541,56.99016628265381,13.139696645736695,title,{'vectorizer': 'use'},"{'k': 17, 's': 0.5360179981836324}",3
0.027559936489819692,0.025178354046485812,18.316444444656373,3.216353178024292,body,"{'max_df': 0.9532016841929153, 'min_df': 0.01539583062766647, 'ngram_range': (1, 1), 'vectorizer': 'bow'}","{'k': 23, 's': 0.141592643549461}",4
0.028901683762054674,0.025587508875669063,17.78565616607666,3.3436699867248536,body,"{'max_df': 0.9739218831004851, 'min_df': 0.01687486245586243, 'ngram_range': (1, 3), 'vectorizer': 'tfidf'}","{'k': 9, 's': 0.8027647811563103}",5
0.02508568732264719,0.024986796766527406,19.182601642608642,3.0758922576904295,title,"{'max_df': 0.9710648094851076, 'min_df': 0.027521167457636928, 'ngram_range': (1, 3), 'vectorizer': 'tfidf'}","{'k': 29, 's': 0.7157132621070329}",6
0.026262174970598757,0.023944026602571555,22.503339529037476,3.4173343181610107,both,"{'max_df': 0.9820201292582698, 'min_df': 0.017537011670617206, 'ngram_range': (1, 3), 'vectorizer': 'bow'}","{'k': 29, 's': 0.8623661170852909}",7
0.02230675173222743,0.017212129962892418,55.72942924499512,13.191816043853759,body,{'vectorizer': 'use'},"{'k': 7, 's': 0.493878370339903}",8
0.026520988750387203,0.026482498472408782,17.78972463607788,3.03521523475647,title,"{'max_df': 0.962962399291375, 'min_df': 0.04350625748242106, 'ngram_range': (1, 1), 'vectorizer': 'bow'}","{'k': 23, 's': 0.13362394958741386}",9
0.02671827803960426,0.024998429412826324,19.03453211784363,3.3142169952392577,both,"{'max_df': 0.9652425905918997, 'min_df': 0.02663284350317814, 'ngram_range': (1, 2), 'vectorizer': 'bow'}","{'k': 19, 's': 0.4765336565719652}",10
0.018875065160926484,0.015097418816105107,57.05689935684204,13.240803670883178,both,{'vectorizer': 'use'},"{'k': 11, 's': 0.8178300196637514}",11
0.026937554275500257,0.024930118883649887,19.629387283325194,3.361834907531738,both,"{'max_df': 0.9636450963376094, 'min_df': 0.026419424224854438, 'ngram_range': (1, 3), 'vectorizer': 'bow'}","{'k': 15, 's': 0.38298592983545}",12
0.025946783874967082,0.02467496323950758,21.641614818572997,3.5201111793518067,both,"{'max_df': 0.9605059538210886, 'min_df': 0.03666393010622525, 'ngram_range': (1, 3), 'vectorizer': 'tfidf'}","{'k': 23, 's': 0.5343197173707946}",13
0.026890447701523733,0.02582897373810656,22.563046598434447,3.529638910293579,both,"{'max_df': 0.9614815110486721, 'min_df': 0.04089180821104014, 'ngram_range': (1, 3), 'vectorizer': 'bow'}","{'k': 29, 's': 0.8022664041309284}",14
0.02863564942355846,0.025857094173764316,17.453577756881714,3.270281362533569,body,"{'max_df': 0.9604694722570464, 'min_df': 0.029722639211003037, 'ngram_range': (1, 3), 'vectorizer': 'bow'}","{'k': 7, 's': 0.35642687917487115}",15
0.02777153159361296,0.026820587240954125,18.043709659576415,3.399684715270996,body,"{'max_df': 0.9511553810020533, 'min_df': 0.039375037575477466, 'ngram_range': (1, 2), 'vectorizer': 'bow'}","{'k': 15, 's': 0.10382932156331837}",16
0.01851866453546149,0.015765520314604715,60.1812023639679,13.252856254577637,title,{'vectorizer': 'use'},"{'k': 29, 's': 0.37804783806967546}",17
0.02559404870397804,0.025538328526688657,16.46820478439331,2.9418155670166017,title,"{'max_df': 0.9821480405155232, 'min_df': 0.036786711421940205, 'ngram_range': (1, 1), 'vectorizer': 'bow'}","{'k': 19, 's': 0.4020586139041119}",18
0.027205227092891332,0.02627752905623825,20.740663146972658,3.4658806800842283,both,"{'max_df': 0.9768099850127362, 'min_df': 0.04766978524295901, 'ngram_range': (1, 3), 'vectorizer': 'bow'}","{'k': 19, 's': 0.6946896343853821}",19
0.02342765802392468,0.021825312939737256,14.253399753570557,3.0222378730773927,title,"{'max_df': 0.9885035151101511, 'min_df': 0.010855091393921436, 'ngram_range': (1, 2), 'vectorizer': 'bow'}","{'k': 5, 's': 0.6122358953588597}",20
0.018292308064746795,0.015787590298498237,59.47386617660523,13.209272623062134,title,{'vectorizer': 'use'},"{'k': 27, 's': 0.9792372459453965}",21
0.01855980928931452,0.015812644521654214,60.01388578414917,13.070530271530151,title,{'vectorizer': 'use'},"{'k': 27, 's': 0.9587249509770436}",22
0.018549113339772126,0.015567913342468598,56.623123216629025,13.001374292373658,title,{'vectorizer': 'use'},"{'k': 13, 's': 0.9981081251941328}",23
0.018505707878437867,0.01577102052217121,59.789290285110475,13.282932758331299,title,{'vectorizer': 'use'},"{'k': 27, 's': 0.014111197737234515}",24
0.01841917628176946,0.015777386282968202,59.03153610229492,13.144930791854858,title,{'vectorizer': 'use'},"{'k': 21, 's': 0.8896513043561876}",25
0.020454071055231074,0.012784906962786006,54.402087450027466,12.931843423843384,title,{'vectorizer': 'use'},"{'k': 3, 's': 0.6403950126212232}",26
0.018383173752571563,0.015826225746732647,59.22068305015564,13.197040557861328,title,{'vectorizer': 'use'},"{'k': 25, 's': 0.914303842169019}",27
