validation_hamming_loss,training_hamming_loss,fit_time,test_time,params_data,params_vectorizer,params_classifier,iteration
0.026729173217379824,0.008218204242771435,18.9703248500824,0.7815571308135987,both,"{'max_df': 0.9762197719133872, 'min_df': 0.010108557489954498, 'ngram_range': (1, 3), 'vectorizer': 'bow'}","{'C': 0.09969325555604035, 'multi': 'ClassifierChain', 'classifier': 'svm'}",63
0.017746611423440507,0.009371002530579205,77.42610101699829,0.8784648418426514,title,{'vectorizer': 'use'},"{'C': 0.02817772101013631, 'multi': 'ClassifierChain', 'classifier': 'svm'}",64
0.015099704106482915,0.008874733878264431,49.691277742385864,0.9270524501800537,both,{'vectorizer': 'use'},"{'C': 0.010491827725550552, 'multi': 'ClassifierChain', 'classifier': 'svm'}",66
0.015594490435786552,0.007721914788702487,58.424844789505,0.8828722476959229,both,{'vectorizer': 'use'},"{'C': 0.01814655926387445, 'multi': 'ClassifierChain', 'classifier': 'svm'}",67
0.016692119312846837,0.006561787297378942,78.15542798042297,0.9685063362121582,both,{'vectorizer': 'use'},"{'C': 0.034084668566486453, 'multi': 'ClassifierChain', 'classifier': 'svm'}",68
0.01573627360751428,0.007458375342611155,64.92331237792969,0.9177042007446289,both,{'vectorizer': 'use'},"{'C': 0.02071584149655932, 'multi': 'ClassifierChain', 'classifier': 'svm'}",69
0.015149371004200976,0.008839000921959921,51.96758608818054,1.0013462543487548,both,{'vectorizer': 'use'},"{'C': 0.010769544231550996, 'multi': 'ClassifierChain', 'classifier': 'svm'}",70
0.01533795675346572,0.008294443761677634,55.446433305740356,0.9450431346893311,both,{'vectorizer': 'use'},"{'C': 0.013866026083038573, 'multi': 'ClassifierChain', 'classifier': 'svm'}",71
0.01611975216031223,0.0070297107315248466,67.2782534122467,0.9599309444427491,both,{'vectorizer': 'use'},"{'C': 0.025765944738979394, 'multi': 'ClassifierChain', 'classifier': 'svm'}",72
0.019327493276520204,0.0050675654221926675,113.78386969566345,1.1894353866577148,both,{'vectorizer': 'use'},"{'C': 0.10598536882016556, 'multi': 'ClassifierChain', 'classifier': 'svm'}",73
0.01713499695845338,0.006178633937418484,88.3623471736908,0.9438842296600342,both,{'vectorizer': 'use'},"{'C': 0.043328156500501085, 'multi': 'ClassifierChain', 'classifier': 'svm'}",74
0.023750235945653033,0.023588578430016084,19.427058124542235,0.5381598472595215,both,"{'max_df': 0.9546437072627438, 'min_df': 0.043146489238575655, 'ngram_range': (1, 3), 'vectorizer': 'tfidf'}","{'C': 0.15248424370229632, 'multi': 'ClassifierChain', 'classifier': 'svm'}",75
0.015031786334059893,0.008941207648086553,49.76076393127441,0.9240748405456543,both,{'vectorizer': 'use'},"{'C': 0.010312733761644523, 'multi': 'ClassifierChain', 'classifier': 'svm'}",76
0.030947389179851365,0.012475072641180791,149.39165997505188,0.9368963241577148,body,{'vectorizer': 'use'},"{'C': 5.202168265963489, 'multi': 'ClassifierChain', 'classifier': 'svm'}",77
0.015002717723390749,0.01132368462979448,35.85105910301208,0.9981983184814454,both,{'vectorizer': 'use'},"{'C': 0.010181699806621177, 'multi': 'ClassifierChain', 'classifier': 'logistic_regression'}",78
0.02330240598279003,0.022261103249986147,13.156429004669189,0.42472076416015625,both,"{'max_df': 0.9676217565900703, 'min_df': 0.02783283347939553, 'ngram_range': (1, 2), 'vectorizer': 'bow'}","{'C': 0.01058804822912187, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",79
0.016803875862362826,0.011471687553061308,52.29411668777466,1.0341104030609132,title,{'vectorizer': 'use'},"{'C': 0.036662225337416254, 'multi': 'ClassifierChain', 'classifier': 'logistic_regression'}",80
0.025326085970665612,0.02131725515929283,44.3304407119751,0.48946213722229004,both,"{'max_df': 0.9770120660423722, 'min_df': 0.024597696247614823, 'ngram_range': (1, 2), 'vectorizer': 'tfidf'}","{'C': 2.1994372299102727, 'multi': 'ClassifierChain', 'classifier': 'logistic_regression'}",81
0.017762056045514386,0.005211103919027009,82.0548077583313,1.0784948825836183,both,{'vectorizer': 'use'},"{'C': 0.4444433464847237, 'multi': 'ClassifierChain', 'classifier': 'logistic_regression'}",82
0.019139487466610424,0.012061953724122481,63.72299146652222,1.0818542957305908,body,{'vectorizer': 'use'},"{'C': 0.06059172020859076, 'multi': 'ClassifierChain', 'classifier': 'logistic_regression'}",83
0.014963251852389331,0.011401356867898954,28.234712076187133,0.4077460289001465,both,{'vectorizer': 'use'},"{'C': 0.010061071119722806, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",84
0.02724466402755002,0.0272435149607916,5.788502836227417,0.09673199653625489,title,"{'max_df': 0.9829716513918981, 'min_df': 0.046753339262871535, 'ngram_range': (1, 3), 'vectorizer': 'bow'}","{'C': 0.010062606920298173, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",85
