,loss,accuracy,val_loss,val_accuracy
0,0.0047348784282803535,0.9980255365371704,0.40932175517082214,0.9156553149223328
1,0.003924841061234474,0.9979496002197266,0.40835317969322205,0.9150485396385193
2,0.00437556067481637,0.9977976679801941,0.40835949778556824,0.915351927280426
3,0.003797749290242791,0.9979496002197266,0.4089129567146301,0.9150485396385193
4,0.0037524898070842028,0.9979496002197266,0.4109695553779602,0.915351927280426
5,0.004891708958894014,0.9975698590278625,0.40821748971939087,0.9168689250946045
6,0.004795461893081665,0.9978736042976379,0.40640971064567566,0.9159587621688843
7,0.003565357532352209,0.9979496002197266,0.4067116975784302,0.9159587621688843
8,0.003551453584805131,0.9980255365371704,0.4078698456287384,0.9156553149223328
9,0.003530867863446474,0.9980255365371704,0.40727970004081726,0.9159587621688843
10,0.003747222013771534,0.9978736042976379,0.4087059497833252,0.9156553149223328
11,0.004448035731911659,0.9978736042976379,0.4050365686416626,0.917475700378418
12,0.003668213030323386,0.9977976679801941,0.4074791967868805,0.9168689250946045
13,0.0035570410545915365,0.9978736042976379,0.4068121016025543,0.9168689250946045
14,0.004320861306041479,0.9977217316627502,0.40541765093803406,0.9171723127365112
15,0.003529449924826622,0.9979496002197266,0.40726497769355774,0.917475700378418
16,0.0035728246439248323,0.9978736042976379,0.40589553117752075,0.9177791476249695
17,0.003505557542666793,0.9980255365371704,0.40773114562034607,0.9165655374526978
18,0.003486193949356675,0.9980255365371704,0.40799054503440857,0.9168689250946045
19,0.004168456885963678,0.9979496002197266,0.4061678946018219,0.917475700378418
20,0.003703407710418105,0.9979496002197266,0.40679216384887695,0.9171723127365112
21,0.0037992403376847506,0.9977976679801941,0.4053270220756531,0.9168689250946045
22,0.0035888697020709515,0.9979496002197266,0.402762770652771,0.9171723127365112
23,0.0034090522676706314,0.9980255365371704,0.407132625579834,0.915351927280426
24,0.0035687603522092104,0.9978736042976379,0.4071739614009857,0.9171723127365112
25,0.003418432082980871,0.9979496002197266,0.4052256643772125,0.9168689250946045
26,0.0034525752998888493,0.9980255365371704,0.4062313437461853,0.9171723127365112
27,0.003428598865866661,0.9979496002197266,0.40741991996765137,0.9171723127365112
28,0.0034965649247169495,0.9979496002197266,0.4078349769115448,0.9177791476249695
29,0.0033737372141331434,0.9980255365371704,0.4080846905708313,0.9177791476249695
30,0.003627690952271223,0.9979496002197266,0.4080004394054413,0.9165655374526978
31,0.003431794699281454,0.9979496002197266,0.4081176519393921,0.917475700378418
32,0.0034496670123189688,0.9979496002197266,0.4081313908100128,0.917475700378418
33,0.003431460354477167,0.9980255365371704,0.4096919000148773,0.9177791476249695
34,0.0035317169968038797,0.9978736042976379,0.4094448685646057,0.9177791476249695
35,0.0038200654089450836,0.9980255365371704,0.4057134687900543,0.917475700378418
36,0.004563074093312025,0.9979496002197266,0.4055717885494232,0.917475700378418
