,loss,accuracy,val_loss,val_accuracy
0,3.9031169414520264,0.3616071343421936,2.8898603916168213,0.6210558414459229
1,1.9861946105957031,0.7998511791229248,1.6196502447128296,0.7715412378311157
2,1.043239951133728,0.8861607313156128,1.0123589038848877,0.8470873832702637
3,0.6241924166679382,0.9322916865348816,0.7554014921188354,0.8604369163513184
4,0.4375106394290924,0.9441964030265808,0.6353486180305481,0.8692354559898376
5,0.33803629875183105,0.956845223903656,0.5699996948242188,0.8707524538040161
6,0.2746235430240631,0.961309552192688,0.5298584699630737,0.8743932247161865
7,0.22806419432163239,0.972470223903656,0.495549738407135,0.8777306079864502
8,0.19494710862636566,0.9776785969734192,0.47023940086364746,0.8816747665405273
9,0.19386886060237885,0.9739583134651184,0.4549388289451599,0.8768203854560852
10,0.15384669601917267,0.9836309552192688,0.44158902764320374,0.8786407709121704
11,0.1475876271724701,0.9776785969734192,0.43186497688293457,0.8771237730979919
12,0.1232578381896019,0.9858630895614624,0.42479732632637024,0.8777306079864502
13,0.11263329535722733,0.9895833134651184,0.42185673117637634,0.8807645440101624
14,0.11190911382436752,0.9851190447807312,0.4065568745136261,0.8828883767127991
15,0.10506448149681091,0.9895833134651184,0.4016176164150238,0.8807645440101624
16,0.09084685891866684,0.9895833134651184,0.3983418047428131,0.8813713788986206
17,0.08228745311498642,0.9933035969734192,0.3893094062805176,0.8825849294662476
18,0.07813779264688492,0.991815447807312,0.3847488462924957,0.8853155374526978
19,0.07901863008737564,0.9888392686843872,0.3826759457588196,0.8819781541824341
20,0.07450231164693832,0.991815447807312,0.38251781463623047,0.8859223127365112
21,0.06418971717357635,0.9955357313156128,0.37549346685409546,0.8874393105506897
22,0.06099953502416611,0.9940476417541504,0.37159109115600586,0.8877426981925964
23,0.057885460555553436,0.9947916865348816,0.3744617700576782,0.8904733061790466
24,0.04739861190319061,0.9970238208770752,0.37285318970680237,0.8892596960067749
25,0.052185360342264175,0.9933035969734192,0.3679879605770111,0.8883495330810547
26,0.046919625252485275,0.9970238208770752,0.36738693714141846,0.885012149810791
27,0.04395861551165581,0.9977678656578064,0.36884817481040955,0.887135922908783
28,0.03926468640565872,0.9985119104385376,0.36286091804504395,0.8834951519966125
29,0.04439859464764595,0.996279776096344,0.360393226146698,0.886225700378418
30,0.04000385105609894,0.996279776096344,0.3605991005897522,0.888046145439148
31,0.04220154508948326,0.996279776096344,0.3587035536766052,0.8886529207229614
32,0.03389282897114754,0.9977678656578064,0.3569086790084839,0.8904733061790466
33,0.03564463555812836,0.996279776096344,0.35071346163749695,0.8901699185371399
34,0.03580053523182869,0.996279776096344,0.350924551486969,0.8886529207229614
35,0.028776325285434723,1.0,0.34858936071395874,0.8892596960067749
36,0.03538515791296959,0.996279776096344,0.34957119822502136,0.8892596960067749
37,0.0373087115585804,0.9970238208770752,0.34721893072128296,0.893203854560852
38,0.030343391001224518,0.996279776096344,0.3472628593444824,0.8910800814628601
39,0.026437722146511078,0.9977678656578064,0.34730058908462524,0.8913834691047668
40,0.024056576192378998,0.9977678656578064,0.3466276228427887,0.8907766938209534
41,0.02668800577521324,0.9977678656578064,0.34525009989738464,0.8904733061790466
42,0.02703673206269741,0.9977678656578064,0.34119153022766113,0.8935073018074036
43,0.025514528155326843,0.9970238208770752,0.3411434590816498,0.896237850189209
44,0.02636299841105938,0.9992559552192688,0.3421447277069092,0.8904733061790466
45,0.02172262594103813,0.9992559552192688,0.343380868434906,0.8935073018074036
46,0.029002850875258446,0.9977678656578064,0.3448517322540283,0.8919903039932251
47,0.02040635608136654,0.9985119104385376,0.3478853106498718,0.8925970792770386
48,0.020991291850805283,0.996279776096344,0.34012117981910706,0.8916869163513184
49,0.01926288940012455,0.9992559552192688,0.34171050786972046,0.8929004669189453
