,loss,accuracy,val_loss,val_accuracy
0,4.792609214782715,0.0052083334885537624,4.7868523597717285,0.007584951352328062
1,4.779097557067871,0.0066964286379516125,4.790567874908447,0.009708737954497337
2,4.769575119018555,0.0052083334885537624,4.800228595733643,0.009708737954497337
3,4.75234317779541,0.011904762126505375,4.802780628204346,0.011832524091005325
4,4.745255470275879,0.0186011902987957,4.815567970275879,0.013349514454603195
5,4.721599578857422,0.01785714365541935,4.832645893096924,0.013349514454603195
6,4.703113555908203,0.015625,4.814084053039551,0.013349514454603195
7,4.697027683258057,0.02678571455180645,4.794834136962891,0.015473300591111183
8,4.665810585021973,0.0275297611951828,4.808341979980469,0.016990290954709053
9,4.649036407470703,0.02380952425301075,4.794089317321777,0.0160800963640213
10,4.641518592834473,0.0215773805975914,4.8295745849609375,0.013956310227513313
11,4.621756553649902,0.02604166604578495,4.7894086837768555,0.01972087286412716
12,4.598116874694824,0.02678571455180645,4.82617712020874,0.016990290954709053
13,4.591395378112793,0.0305059514939785,4.822792053222656,0.01668689399957657
14,4.578662872314453,0.0319940485060215,4.821874141693115,0.019417475908994675
15,4.559210777282715,0.0334821417927742,4.853785991668701,0.010315533727407455
16,4.561717987060547,0.0252976194024086,4.827841281890869,0.01911407709121704
17,4.533292770385742,0.0342261902987957,4.856016635894775,0.016990290954709053
18,4.533137798309326,0.0342261902987957,4.854439735412598,0.01911407709121704
19,4.508066654205322,0.0461309514939785,4.879866123199463,0.018810680136084557
20,4.512022495269775,0.03125,4.911328315734863,0.017900485545396805
21,4.479980945587158,0.0461309514939785,4.892612934112549,0.017900485545396805
22,4.469117641448975,0.0349702388048172,4.861095428466797,0.019417475908994675
23,4.447190761566162,0.0446428582072258,4.901920795440674,0.018810680136084557
24,4.43325138092041,0.045386902987957,4.90471887588501,0.023361651226878166
25,4.416492462158203,0.0476190485060215,4.909495830535889,0.020934466272592545
26,4.396706581115723,0.0461309514939785,4.934760570526123,0.023058252409100533
27,4.390567779541016,0.0491071417927742,4.899245738983154,0.02063106745481491
28,4.376097679138184,0.048363097012043,4.905996322631836,0.02214805781841278
