,loss,accuracy,val_loss,val_accuracy
0,4.797806739807129,0.0096726194024086,4.787214756011963,0.010618931613862514
1,4.779549598693848,0.01116071455180645,4.790472507476807,0.010315533727407455
2,4.773019313812256,0.0074404762126505375,4.79563045501709,0.005764563102275133
3,4.760478973388672,0.0126488097012043,4.801045894622803,0.012135921977460384
4,4.75909948348999,0.01116071455180645,4.808840751647949,0.013349514454603195
5,4.753445148468018,0.011904762126505375,4.812072277069092,0.014259709045290947
6,4.751760005950928,0.013392857275903225,4.830146789550781,0.010618931613862514
7,4.755252361297607,0.0059523810632526875,4.8163676261901855,0.011832524091005325
8,4.741332054138184,0.0163690485060215,4.819554328918457,0.008798543363809586
9,4.741331100463867,0.0126488097012043,4.811819076538086,0.013652912341058254
10,4.7347846031188965,0.01413690485060215,4.81970739364624,0.013652912341058254
11,4.723517894744873,0.0275297611951828,4.800520896911621,0.0160800963640213
12,4.7109551429748535,0.0186011902987957,4.800115585327148,0.014259709045290947
13,4.686365127563477,0.02083333395421505,4.805100440979004,0.014563106931746006
14,4.67507791519165,0.0305059514939785,4.801050186157227,0.015169902704656124
15,4.646334171295166,0.02678571455180645,4.781810760498047,0.015473300591111183
16,4.637185096740723,0.0349702388048172,4.7829461097717285,0.017900485545396805
17,4.609058380126953,0.02976190485060215,4.816499710083008,0.020327670499682426
18,4.583090782165527,0.0252976194024086,4.783748626708984,0.01759708672761917
19,4.57866907119751,0.0357142873108387,4.804908752441406,0.01820388436317444
20,4.526631832122803,0.0364583320915699,4.773778915405273,0.02427184395492077
21,4.491893768310547,0.0379464291036129,4.795371055603027,0.02123786322772503
22,4.467017650604248,0.0491071417927742,4.777845859527588,0.02366504818201065
23,4.4270195960998535,0.0647321417927742,4.783478260040283,0.02214805781841278
24,4.371805191040039,0.0587797611951828,4.809840679168701,0.02669902890920639
25,4.35465145111084,0.0625,4.819934368133545,0.026395631954073906
26,4.325074195861816,0.0736607164144516,4.797423839569092,0.027609223499894142
27,4.266521453857422,0.0840773805975914,4.80706262588501,0.026395631954073906
28,4.239556312561035,0.0848214253783226,4.8050031661987305,0.03276699036359787
29,4.20701789855957,0.0855654776096344,4.782707214355469,0.03276699036359787
30,4.163547039031982,0.079613097012043,4.774928092956543,0.031553398817777634
31,4.0746283531188965,0.095238097012043,4.809957981109619,0.03367718309164047
32,4.054144859313965,0.0863095223903656,4.8119425773620605,0.03489077836275101
33,4.008905410766602,0.1183035746216774,4.833202362060547,0.03489077836275101
34,3.90214467048645,0.1495535671710968,4.8414740562438965,0.030036408454179764
35,3.886183261871338,0.1287202388048172,4.869648456573486,0.03792475908994675
36,3.8896548748016357,0.130952388048172,4.88709020614624,0.03489077836275101
